Lieu	N° région, département	Série	Unité	2006	2007	2008
HAUTS-DE-SEINE	92	ES17Médiane du niveau de vie des individus	Euros	21927.0	22899.0	23729.0
HAUTS-DE-SEINE	92	ES17Premier décile du niveau de vie des individus	Euros	10376.0	10841.0	11342.0
HAUTS-DE-SEINE	92	ES17Neuvième décile du niveau de vie des individus	Euros	47649.0	49534.0	52632.0
HAUTS-DE-SEINE	92	ES17Taux de pauvreté à 60%	%	10.5	10.2	10.1
HAUTS-DE-SEINE	92	ES17Taux de pauvreté à 50%	%	6.0	5.8	5.8
HAUTS-DE-SEINE	92	ES17Taux de pauvreté à 40%	%	2.5	2.4	2.5
HERAULT	34	ES17Moyenne du revenu disponible des ménages	Euros	29952.0	30640.0	31768.0
HERAULT	34	ES17Médiane du revenu disponible des ménages	Euros	24493.0	25187.0	25880.0
HERAULT	34	ES17Premier décile du revenu disponible des ménages	Euros	10688.0	11107.0	11315.0
HERAULT	34	ES17Neuvième décile du revenu disponible des ménages	Euros	53798.0	54686.0	56537.0
HERAULT	34	ES17Moyenne du niveau de vie des individus	Euros	19360.0	19852.0	20776.0
HERAULT	34	ES17Médiane du niveau de vie des individus	Euros	16612.0	17089.0	17912.0
HERAULT	34	ES17Premier décile du niveau de vie des individus	Euros	8718.0	9006.0	9415.0
HERAULT	34	ES17Neuvième décile du niveau de vie des individus	Euros	31744.0	32378.0	33779.0
HERAULT	34	ES17Taux de pauvreté à 60%	%	17.6	18.0	17.5
HERAULT	34	ES17Taux de pauvreté à 50%	%	10.3	10.3	10.2
HERAULT	34	ES17Taux de pauvreté à 40%	%	4.3	4.1	4.1
ILE DE FRANCE	11	ES17Moyenne du revenu disponible des ménages	Euros	38743.0	40032.0	42037.0
ILE DE FRANCE	11	ES17Médiane du revenu disponible des ménages	Euros	30607.0	31400.0	32638.0
ILE DE FRANCE	11	ES17Premier décile du revenu disponible des ménages	Euros	13411.0	13975.0	14301.0
ILE DE FRANCE	11	ES17Neuvième décile du revenu disponible des ménages	Euros	69596.0	71032.0	75077.0
ILE DE FRANCE	11	ES17Moyenne du niveau de vie des individus	Euros	24157.0	25062.0	26400.0
ILE DE FRANCE	11	ES17Médiane du niveau de vie des individus	Euros	19936.0	20599.0	21373.0
ILE DE FRANCE	11	ES17Premier décile du niveau de vie des individus	Euros	9865.0	10227.0	10707.0
ILE DE FRANCE	11	ES17Neuvième décile du niveau de vie des individus	Euros	40649.0	41925.0	44243.0
ILE DE FRANCE	11	ES17Taux de pauvreté à 60%	%	12.3	12.2	12.1
ILE DE FRANCE	11	ES17Taux de pauvreté à 50%	%	7.0	6.9	7.0
ILE DE FRANCE	11	ES17Taux de pauvreté à 40%	%	2.8	2.8	2.9
ILLE-ET-VILAINE	35	ES17Moyenne du revenu disponible des ménages	Euros	32291.0	33030.0	34248.0
ILLE-ET-VILAINE	35	ES17Médiane du revenu disponible des ménages	Euros	27453.0	28147.0	28974.0
ILLE-ET-VILAINE	35	ES17Premier décile du revenu disponible des ménages	Euros	12037.0	12536.0	12850.0
ILLE-ET-VILAINE	35	ES17Neuvième décile du revenu disponible des ménages	Euros	56135.0	56961.0	58912.0
ILLE-ET-VILAINE	35	ES17Moyenne du niveau de vie des individus	Euros	20358.0	20906.0	21864.0
ILLE-ET-VILAINE	35	ES17Médiane du niveau de vie des individus	Euros	17853.0	18424.0	19261.0
ILLE-ET-VILAINE	35	ES17Premier décile du niveau de vie des individus	Euros	10532.0	10782.0	11405.0
ILLE-ET-VILAINE	35	ES17Neuvième décile du niveau de vie des individus	Euros	31686.0	32293.0	33546.0
ILLE-ET-VILAINE	35	ES17Taux de pauvreté à 60%	%	10.1	10.4	10.0
ILLE-ET-VILAINE	35	ES17Taux de pauvreté à 50%	%	4.9	5.1	4.9
ILLE-ET-VILAINE	35	ES17Taux de pauvreté à 40%	%	2.0	2.0	1.9
INDRE	36	ES17Moyenne du revenu disponible des ménages	Euros	28417.0	29053.0	30017.0
INDRE	36	ES17Médiane du revenu disponible des ménages	Euros	24229.0	24877.0	25455.0
INDRE	36	ES17Premier décile du revenu disponible des ménages	Euros	11401.0	11851.0	12101.0
INDRE	36	ES17Neuvième décile du revenu disponible des ménages	Euros	48507.0	49294.0	50890.0
INDRE	36	ES17Moyenne du niveau de vie des individus	Euros	18657.0	19165.0	19985.0
INDRE	36	ES17Médiane du niveau de vie des individus	Euros	16458.0	16984.0	17765.0
INDRE	36	ES17Premier décile du niveau de vie des individus	Euros	9754.0	9959.0	10469.0
INDRE	36	ES17Neuvième décile du niveau de vie des individus	Euros	28797.0	29452.0	30399.0
INDRE	36	ES17Taux de pauvreté à 60%	%	13.5	14.1	13.5
INDRE	36	ES17Taux de pauvreté à 50%	%	6.8	6.9	7.0
INDRE	36	ES17Taux de pauvreté à 40%	%	2.9	2.7	2.7
INDRE-ET-LOIRE	37	ES17Moyenne du revenu disponible des ménages	Euros	31629.0	32288.0	33463.0
INDRE-ET-LOIRE	37	ES17Médiane du revenu disponible des ménages	Euros	26821.0	27475.0	28208.0
INDRE-ET-LOIRE	37	ES17Premier décile du revenu disponible des ménages	Euros	11955.0	12472.0	12742.0
INDRE-ET-LOIRE	37	ES17Neuvième décile du revenu disponible des ménages	Euros	55237.0	55828.0	57872.0
INDRE-ET-LOIRE	37	ES17Moyenne du niveau de vie des individus	Euros	20262.0	20772.0	21724.0
INDRE-ET-LOIRE	37	ES17Médiane du niveau de vie des individus	Euros	17710.0	18260.0	19069.0
INDRE-ET-LOIRE	37	ES17Premier décile du niveau de vie des individus	Euros	10184.0	10468.0	11034.0
INDRE-ET-LOIRE	37	ES17Neuvième décile du niveau de vie des individus	Euros	31977.0	32535.0	33921.0
INDRE-ET-LOIRE	37	ES17Taux de pauvreté à 60%	%	11.5	11.6	11.1
INDRE-ET-LOIRE	37	ES17Taux de pauvreté à 50%	%	5.8	5.9	5.7
INDRE-ET-LOIRE	37	ES17Taux de pauvreté à 40%	%	2.3	2.3	2.3
ISERE	38	ES17Moyenne du revenu disponible des ménages	Euros	33819.0	34624.0	36038.0
ISERE	38	ES17Médiane du revenu disponible des ménages	Euros	28976.0	29653.0	30696.0
ISERE	38	ES17Premier décile du revenu disponible des ménages	Euros	12963.0	13423.0	13755.0
ISERE	38	ES17Neuvième décile du revenu disponible des ménages	Euros	58845.0	59613.0	62063.0
ISERE	38	ES17Moyenne du niveau de vie des individus	Euros	20815.0	21428.0	22449.0
ISERE	38	ES17Médiane du niveau de vie des individus	Euros	18312.0	18933.0	19780.0
ISERE	38	ES17Premier décile du niveau de vie des individus	Euros	10473.0	10779.0	11359.0
ISERE	38	ES17Neuvième décile du niveau de vie des individus	Euros	32877.0	33521.0	35067.0
ISERE	38	ES17Taux de pauvreté à 60%	%	10.3	10.4	10.1
ISERE	38	ES17Taux de pauvreté à 50%	%	5.3	5.3	5.2
ISERE	38	ES17Taux de pauvreté à 40%	%	2.2	2.1	2.1
JURA	39	ES17Moyenne du revenu disponible des ménages	Euros	30679.0	31295.0	32502.0
JURA	39	ES17Médiane du revenu disponible des ménages	Euros	26418.0	26928.0	27669.0
JURA	39	ES17Premier décile du revenu disponible des ménages	Euros	12140.0	12581.0	12901.0
JURA	39	ES17Neuvième décile du revenu disponible des ménages	Euros	52560.0	53166.0	55324.0
JURA	39	ES17Moyenne du niveau de vie des individus	Euros	19417.0	19903.0	20858.0
JURA	39	ES17Médiane du niveau de vie des individus	Euros	17224.0	17703.0	18594.0
JURA	39	ES17Premier décile du niveau de vie des individus	Euros	10171.0	10395.0	10925.0
JURA	39	ES17Neuvième décile du niveau de vie des individus	Euros	29893.0	30477.0	31607.0
JURA	39	ES17Taux de pauvreté à 60%	%	11.6	12.0	11.6
JURA	39	ES17Taux de pauvreté à 50%	%	5.6	5.8	5.8
JURA	39	ES17Taux de pauvreté à 40%	%	2.3	2.4	2.4
LANDES	40	ES17Moyenne du revenu disponible des ménages	Euros	31034.0	31715.0	32910.0
LANDES	40	ES17Médiane du revenu disponible des ménages	Euros	26987.0	27580.0	28352.0
LANDES	40	ES17Premier décile du revenu disponible des ménages	Euros	12194.0	12696.0	12938.0
LANDES	40	ES17Neuvième décile du revenu disponible des ménages	Euros	52557.0	53459.0	55290.0
LANDES	40	ES17Moyenne du niveau de vie des individus	Euros	19585.0	20133.0	21072.0
LANDES	40	ES17Médiane du niveau de vie des individus	Euros	17271.0	17814.0	18624.0
LANDES	40	ES17Premier décile du niveau de vie des individus	Euros	10242.0	10489.0	11019.0
LANDES	40	ES17Neuvième décile du niveau de vie des individus	Euros	30254.0	30878.0	31990.0
LANDES	40	ES17Taux de pauvreté à 60%	%	11.2	11.5	11.3
LANDES	40	ES17Taux de pauvreté à 50%	%	5.6	5.7	5.8
LANDES	40	ES17Taux de pauvreté à 40%	%	2.3	2.2	2.3
LANGUEDOC-ROUSSILLON	91	ES17Moyenne du revenu disponible des ménages	Euros	29126.0	29782.0	30922.0
LANGUEDOC-ROUSSILLON	91	ES17Médiane du revenu disponible des ménages	Euros	24103.0	24773.0	25486.0
LANGUEDOC-ROUSSILLON	91	ES17Premier décile du revenu disponible des ménages	Euros	10596.0	11042.0	11213.0
LANGUEDOC-ROUSSILLON	91	ES17Neuvième décile du revenu disponible des ménages	Euros	51673.0	52516.0	54405.0
LANGUEDOC-ROUSSILLON	91	ES17Moyenne du niveau de vie des individus	Euros	18766.0	19244.0	20185.0
LANGUEDOC-ROUSSILLON	91	ES17Médiane du niveau de vie des individus	Euros	16211.0	16667.0	17565.0
LANGUEDOC-ROUSSILLON	91	ES17Premier décile du niveau de vie des individus	Euros	8606.0	8898.0	9311.0
LANGUEDOC-ROUSSILLON	91	ES17Neuvième décile du niveau de vie des individus	Euros	30421.0	31077.0	32363.0
LANGUEDOC-ROUSSILLON	91	ES17Taux de pauvreté à 60%	%	18.3	18.7	18.1
LANGUEDOC-ROUSSILLON	91	ES17Taux de pauvreté à 50%	%	10.7	10.8	10.6
LANGUEDOC-ROUSSILLON	91	ES17Taux de pauvreté à 40%	%	4.6	4.3	4.3
LIMOUSIN	74	ES17Moyenne du revenu disponible des ménages	Euros	29086.0	29660.0	30602.0
LIMOUSIN	74	ES17Médiane du revenu disponible des ménages	Euros	24478.0	25157.0	25712.0
LIMOUSIN	74	ES17Premier décile du revenu disponible des ménages	Euros	10958.0	11463.0	11726.0
LIMOUSIN	74	ES17Neuvième décile du revenu disponible des ménages	Euros	50856.0	51408.0	52959.0
LIMOUSIN	74	ES17Moyenne du niveau de vie des individus	Euros	19304.0	19733.0	20562.0
LIMOUSIN	74	ES17Médiane du niveau de vie des individus	Euros	16903.0	17394.0	18200.0
LIMOUSIN	74	ES17Premier décile du niveau de vie des individus	Euros	9595.0	9779.0	10280.0
LIMOUSIN	74	ES17Neuvième décile du niveau de vie des individus	Euros	30649.0	31069.0	32045.0
LIMOUSIN	74	ES17Taux de pauvreté à 60%	%	14.1	14.7	14.2
LIMOUSIN	74	ES17Taux de pauvreté à 50%	%	7.4	7.6	7.6
LIMOUSIN	74	ES17Taux de pauvreté à 40%	%	3.4	3.1	3.0
LOIR-ET-CHER	41	ES17Moyenne du revenu disponible des ménages	Euros	31388.0	31959.0	33333.0
LOIR-ET-CHER	41	ES17Médiane du revenu disponible des ménages	Euros	27154.0	27731.0	28685.0
LOIR-ET-CHER	41	ES17Premier décile du revenu disponible des ménages	Euros	12601.0	13032.0	13458.0
LOIR-ET-CHER	41	ES17Neuvième décile du revenu disponible des ménages	Euros	53275.0	53749.0	56007.0
LOIR-ET-CHER	41	ES17Moyenne du niveau de vie des individus	Euros	19953.0	20412.0	21426.0
LOIR-ET-CHER	41	ES17Médiane du niveau de vie des individus	Euros	17575.0	18090.0	18935.0
LOIR-ET-CHER	41	ES17Premier décile du niveau de vie des individus	Euros	10220.0	10490.0	11065.0
LOIR-ET-CHER	41	ES17Neuvième décile du niveau de vie des individus	Euros	30957.0	31397.0	32841.0
LOIR-ET-CHER	41	ES17Taux de pauvreté à 60%	%	11.3	11.5	11.0
LOIR-ET-CHER	41	ES17Taux de pauvreté à 50%	%	5.8	5.9	5.8
LOIR-ET-CHER	41	ES17Taux de pauvreté à 40%	%	2.4	2.3	2.3
LOIRE	42	ES17Moyenne du revenu disponible des ménages	Euros	30256.0	30863.0	32029.0
LOIRE	42	ES17Médiane du revenu disponible des ménages	Euros	25519.0	26112.0	26866.0
LOIRE	42	ES17Premier décile du revenu disponible des ménages	Euros	12003.0	12466.0	12671.0
LOIRE	42	ES17Neuvième décile du revenu disponible des ménages	Euros	52053.0	52882.0	54667.0
LOIRE	42	ES17Moyenne du niveau de vie des individus	Euros	19144.0	19617.0	20557.0
LOIRE	42	ES17Médiane du niveau de vie des individus	Euros	16755.0	17238.0	18158.0
LOIRE	42	ES17Premier décile du niveau de vie des individus	Euros	9842.0	10133.0	10620.0
LOIRE	42	ES17Neuvième décile du niveau de vie des individus	Euros	29694.0	30374.0	31416.0
LOIRE	42	ES17Taux de pauvreté à 60%	%	13.0	13.3	12.9
LOIRE	42	ES17Taux de pauvreté à 50%	%	6.6	6.6	6.6
LOIRE	42	ES17Taux de pauvreté à 40%	%	2.6	2.5	2.6
LOIRE-ATLANTIQUE	44	ES17Moyenne du revenu disponible des ménages	Euros	32364.0	33082.0	34410.0
LOIRE-ATLANTIQUE	44	ES17Médiane du revenu disponible des ménages	Euros	27398.0	28092.0	28996.0
LOIRE-ATLANTIQUE	44	ES17Premier décile du revenu disponible des ménages	Euros	12290.0	12763.0	13114.0
LOIRE-ATLANTIQUE	44	ES17Neuvième décile du revenu disponible des ménages	Euros	56064.0	56877.0	58992.0
LOIRE-ATLANTIQUE	44	ES17Moyenne du niveau de vie des individus	Euros	20387.0	20928.0	21950.0
LOIRE-ATLANTIQUE	44	ES17Médiane du niveau de vie des individus	Euros	17780.0	18354.0	19242.0
LOIRE-ATLANTIQUE	44	ES17Premier décile du niveau de vie des individus	Euros	10434.0	10713.0	11367.0
LOIRE-ATLANTIQUE	44	ES17Neuvième décile du niveau de vie des individus	Euros	31804.0	32409.0	33736.0
LOIRE-ATLANTIQUE	44	ES17Taux de pauvreté à 60%	%	10.5	10.7	10.1
LOIRE-ATLANTIQUE	44	ES17Taux de pauvreté à 50%	%	5.2	5.2	5.0
LOIRE-ATLANTIQUE	44	ES17Taux de pauvreté à 40%	%	2.0	1.9	1.8
LOIRET	45	ES17Moyenne du revenu disponible des ménages	Euros	33279.0	33871.0	35217.0
LOIRET	45	ES17Médiane du revenu disponible des ménages	Euros	28819.0	29340.0	30233.0
LOIRET	45	ES17Premier décile du revenu disponible des ménages	Euros	13217.0	13573.0	13915.0
LOIRET	45	ES17Neuvième décile du revenu disponible des ménages	Euros	57063.0	57770.0	59930.0
LOIRET	45	ES17Moyenne du niveau de vie des individus	Euros	20726.0	21207.0	22187.0
LOIRET	45	ES17Médiane du niveau de vie des individus	Euros	18313.0	18854.0	19627.0
LOIRET	45	ES17Premier décile du niveau de vie des individus	Euros	10409.0	10688.0	11183.0
LOIRET	45	ES17Neuvième décile du niveau de vie des individus	Euros	32498.0	32963.0	34508.0
LOIRET	45	ES17Taux de pauvreté à 60%	%	10.5	10.7	10.6
LOIRET	45	ES17Taux de pauvreté à 50%	%	5.5	5.6	5.7
LOIRET	45	ES17Taux de pauvreté à 40%	%	2.1	2.1	2.2
LORRAINE	41	ES17Moyenne du revenu disponible des ménages	Euros	30866.0	31679.0	32914.0
LORRAINE	41	ES17Médiane du revenu disponible des ménages	Euros	26051.0	26768.0	27559.0
LORRAINE	41	ES17Premier décile du revenu disponible des ménages	Euros	11716.0	12338.0	12639.0
LORRAINE	41	ES17Neuvième décile du revenu disponible des ménages	Euros	53728.0	54798.0	56866.0
LORRAINE	41	ES17Moyenne du niveau de vie des individus	Euros	19296.0	19934.0	20934.0
LORRAINE	41	ES17Médiane du niveau de vie des individus	Euros	16943.0	17529.0	18407.0
LORRAINE	41	ES17Premier décile du niveau de vie des individus	Euros	9503.0	9901.0	10478.0
LORRAINE	41	ES17Neuvième décile du niveau de vie des individus	Euros	30525.0	31323.0	32663.0
LORRAINE	41	ES17Taux de pauvreté à 60%	%	14.1	13.9	13.2
LORRAINE	41	ES17Taux de pauvreté à 50%	%	7.9	7.5	7.2
LORRAINE	41	ES17Taux de pauvreté à 40%	%	3.7	3.1	2.9
LOT	46	ES17Moyenne du revenu disponible des ménages	Euros	28968.0	29651.0	30758.0
LOT	46	ES17Médiane du revenu disponible des ménages	Euros	24625.0	25463.0	26273.0
LOT	46	ES17Premier décile du revenu disponible des ménages	Euros	10630.0	11128.0	11449.0
LOT	46	ES17Neuvième décile du revenu disponible des ménages	Euros	50715.0	51347.0	53341.0
LOT	46	ES17Moyenne du niveau de vie des individus	Euros	18939.0	19429.0	20361.0
LOT	46	ES17Médiane du niveau de vie des individus	Euros	16554.0	17068.0	17977.0
LOT	46	ES17Premier décile du niveau de vie des individus	Euros	9359.0	9517.0	10063.0
LOT	46	ES17Neuvième décile du niveau de vie des individus	Euros	30293.0	30937.0	32184.0
LOT	46	ES17Taux de pauvreté à 60%	%	15.5	16.0	15.3
LOT	46	ES17Taux de pauvreté à 50%	%	8.4	8.5	8.3
LOT	46	ES17Taux de pauvreté à 40%	%	4.1	3.7	3.5
LOT-ET-GARONNE	47	ES17Moyenne du revenu disponible des ménages	Euros	28952.0	29587.0	30615.0
LOT-ET-GARONNE	47	ES17Médiane du revenu disponible des ménages	Euros	24298.0	24917.0	25637.0
LOT-ET-GARONNE	47	ES17Premier décile du revenu disponible des ménages	Euros	10929.0	11317.0	11582.0
LOT-ET-GARONNE	47	ES17Neuvième décile du revenu disponible des ménages	Euros	50413.0	51410.0	53062.0
LOT-ET-GARONNE	47	ES17Moyenne du niveau de vie des individus	Euros	18539.0	19033.0	19924.0
LOT-ET-GARONNE	47	ES17Médiane du niveau de vie des individus	Euros	16103.0	16592.0	17536.0
LOT-ET-GARONNE	47	ES17Premier décile du niveau de vie des individus	Euros	9171.0	9354.0	9876.0
LOT-ET-GARONNE	47	ES17Neuvième décile du niveau de vie des individus	Euros	29367.0	30167.0	31201.0
LOT-ET-GARONNE	47	ES17Taux de pauvreté à 60%	%	16.4	17.1	16.3
LOT-ET-GARONNE	47	ES17Taux de pauvreté à 50%	%	8.7	9.0	8.8
LOT-ET-GARONNE	47	ES17Taux de pauvreté à 40%	%	3.9	3.7	3.6
LOZERE	48	ES17Moyenne du revenu disponible des ménages	Euros	28243.0	28776.0	29849.0
LOZERE	48	ES17Médiane du revenu disponible des ménages	Euros	24016.0	24700.0	25468.0
LOZERE	48	ES17Premier décile du revenu disponible des ménages	Euros	10177.0	10734.0	11010.0
LOZERE	48	ES17Neuvième décile du revenu disponible des ménages	Euros	49478.0	49980.0	51460.0
LOZERE	48	ES17Moyenne du niveau de vie des individus	Euros	18403.0	18821.0	19708.0
LOZERE	48	ES17Médiane du niveau de vie des individus	Euros	16391.0	16829.0	17831.0
LOZERE	48	ES17Premier décile du niveau de vie des individus	Euros	9156.0	9321.0	9903.0
LOZERE	48	ES17Neuvième décile du niveau de vie des individus	Euros	28707.0	29366.0	30069.0
LOZERE	48	ES17Taux de pauvreté à 60%	%	16.2	16.6	15.7
LOZERE	48	ES17Taux de pauvreté à 50%	%	8.9	9.0	8.7
LOZERE	48	ES17Taux de pauvreté à 40%	%	4.8	4.2	3.9
MAINE-ET-LOIRE	49	ES17Moyenne du revenu disponible des ménages	Euros	31087.0	31724.0	32914.0
MAINE-ET-LOIRE	49	ES17Médiane du revenu disponible des ménages	Euros	26777.0	27422.0	28252.0
MAINE-ET-LOIRE	49	ES17Premier décile du revenu disponible des ménages	Euros	12253.0	12716.0	13090.0
MAINE-ET-LOIRE	49	ES17Neuvième décile du revenu disponible des ménages	Euros	52926.0	53612.0	55455.0
MAINE-ET-LOIRE	49	ES17Moyenne du niveau de vie des individus	Euros	19199.0	19677.0	20615.0
MAINE-ET-LOIRE	49	ES17Médiane du niveau de vie des individus	Euros	16813.0	17319.0	18267.0
MAINE-ET-LOIRE	49	ES17Premier décile du niveau de vie des individus	Euros	10165.0	10438.0	11049.0
MAINE-ET-LOIRE	49	ES17Neuvième décile du niveau de vie des individus	Euros	29509.0	30154.0	31091.0
MAINE-ET-LOIRE	49	ES17Taux de pauvreté à 60%	%	11.7	11.9	11.2
MAINE-ET-LOIRE	49	ES17Taux de pauvreté à 50%	%	5.5	5.6	5.5
MAINE-ET-LOIRE	49	ES17Taux de pauvreté à 40%	%	2.0	2.0	2.0
MANCHE	50	ES17Moyenne du revenu disponible des ménages	Euros	29625.0	30171.0	31520.0
MANCHE	50	ES17Médiane du revenu disponible des ménages	Euros	25236.0	25874.0	26792.0
MANCHE	50	ES17Premier décile du revenu disponible des ménages	Euros	11566.0	12054.0	12420.0
MANCHE	50	ES17Neuvième décile du revenu disponible des ménages	Euros	50691.0	51343.0	53533.0
MANCHE	50	ES17Moyenne du niveau de vie des individus	Euros	18711.0	19151.0	20212.0
MANCHE	50	ES17Médiane du niveau de vie des individus	Euros	16413.0	16887.0	17944.0
MANCHE	50	ES17Premier décile du niveau de vie des individus	Euros	9843.0	10097.0	10666.0
MANCHE	50	ES17Neuvième décile du niveau de vie des individus	Euros	28839.0	29396.0	30585.0
MANCHE	50	ES17Taux de pauvreté à 60%	%	13.3	13.7	12.7
MANCHE	50	ES17Taux de pauvreté à 50%	%	6.4	6.6	6.3
MANCHE	50	ES17Taux de pauvreté à 40%	%	2.6	2.6	2.5
MARNE	51	ES17Moyenne du revenu disponible des ménages	Euros	32900.0	33748.0	35394.0
MARNE	51	ES17Médiane du revenu disponible des ménages	Euros	27355.0	28019.0	28869.0
MARNE	51	ES17Premier décile du revenu disponible des ménages	Euros	12441.0	12894.0	13165.0
MARNE	51	ES17Neuvième décile du revenu disponible des ménages	Euros	57279.0	58378.0	61232.0
MARNE	51	ES17Moyenne du niveau de vie des individus	Euros	20785.0	21405.0	22687.0
MARNE	51	ES17Médiane du niveau de vie des individus	Euros	17723.0	18266.0	19127.0
MARNE	51	ES17Premier décile du niveau de vie des individus	Euros	10002.0	10264.0	10766.0
MARNE	51	ES17Neuvième décile du niveau de vie des individus	Euros	33469.0	34277.0	36403.0
MARNE	51	ES17Taux de pauvreté à 60%	%	12.2	12.4	12.1
MARNE	51	ES17Taux de pauvreté à 50%	%	6.3	6.4	6.4
MARNE	51	ES17Taux de pauvreté à 40%	%	2.4	2.4	2.5
MAYENNE	53	ES17Moyenne du revenu disponible des ménages	Euros	30184.0	30823.0	32091.0
MAYENNE	53	ES17Médiane du revenu disponible des ménages	Euros	26225.0	26831.0	27756.0
MAYENNE	53	ES17Premier décile du revenu disponible des ménages	Euros	11965.0	12478.0	12895.0
MAYENNE	53	ES17Neuvième décile du revenu disponible des ménages	Euros	50841.0	51767.0	53793.0
MAYENNE	53	ES17Moyenne du niveau de vie des individus	Euros	18739.0	19213.0	20194.0
MAYENNE	53	ES17Médiane du niveau de vie des individus	Euros	16652.0	17132.0	18106.0
MAYENNE	53	ES17Premier décile du niveau de vie des individus	Euros	10115.0	10373.0	11029.0
MAYENNE	53	ES17Neuvième décile du niveau de vie des individus	Euros	28319.0	28832.0	29773.0
MAYENNE	53	ES17Taux de pauvreté à 60%	%	12.0	12.2	11.3
MAYENNE	53	ES17Taux de pauvreté à 50%	%	5.8	5.8	5.5
MAYENNE	53	ES17Taux de pauvreté à 40%	%	2.6	2.6	2.3
MEURTHE-ET-MOSELLE	54	ES17Moyenne du revenu disponible des ménages	Euros	30885.0	31932.0	33133.0
MEURTHE-ET-MOSELLE	54	ES17Médiane du revenu disponible des ménages	Euros	25857.0	26850.0	27600.0
MEURTHE-ET-MOSELLE	54	ES17Premier décile du revenu disponible des ménages	Euros	11324.0	12184.0	12474.0
MEURTHE-ET-MOSELLE	54	ES17Neuvième décile du revenu disponible des ménages	Euros	54532.0	55619.0	57654.0
MEURTHE-ET-MOSELLE	54	ES17Moyenne du niveau de vie des individus	Euros	19620.0	20397.0	21361.0
MEURTHE-ET-MOSELLE	54	ES17Médiane du niveau de vie des individus	Euros	17254.0	17986.0	18803.0
MEURTHE-ET-MOSELLE	54	ES17Premier décile du niveau de vie des individus	Euros	9367.0	9986.0	10548.0
MEURTHE-ET-MOSELLE	54	ES17Neuvième décile du niveau de vie des individus	Euros	31311.0	32155.0	33429.0
MEURTHE-ET-MOSELLE	54	ES17Taux de pauvreté à 60%	%	14.3	13.3	12.8
MEURTHE-ET-MOSELLE	54	ES17Taux de pauvreté à 50%	%	8.4	7.4	7.2
MEURTHE-ET-MOSELLE	54	ES17Taux de pauvreté à 40%	%	4.2	3.0	2.8
MEUSE	55	ES17Moyenne du revenu disponible des ménages	Euros	29698.0	30308.0	31504.0
MEUSE	55	ES17Médiane du revenu disponible des ménages	Euros	25491.0	26082.0	26847.0
MEUSE	55	ES17Premier décile du revenu disponible des ménages	Euros	11763.0	12157.0	12456.0
MEUSE	55	ES17Neuvième décile du revenu disponible des ménages	Euros	50728.0	51927.0	53973.0
MEUSE	55	ES17Moyenne du niveau de vie des individus	Euros	18554.0	19053.0	20041.0
MEUSE	55	ES17Médiane du niveau de vie des individus	Euros	16475.0	16985.0	17930.0
MEUSE	55	ES17Premier décile du niveau de vie des individus	Euros	9617.0	9869.0	10399.0
MEUSE	55	ES17Neuvième décile du niveau de vie des individus	Euros	28610.0	29432.0	30659.0
MEUSE	55	ES17Taux de pauvreté à 60%	%	14.4	14.5	13.9
MEUSE	55	ES17Taux de pauvreté à 50%	%	7.1	7.2	7.2
MEUSE	55	ES17Taux de pauvreté à 40%	%	2.7	2.5	2.6
MIDI-PYRENEES	73	ES17Moyenne du revenu disponible des ménages	Euros	30874.0	31628.0	32812.0
MIDI-PYRENEES	73	ES17Médiane du revenu disponible des ménages	Euros	25768.0	26503.0	27280.0
MIDI-PYRENEES	73	ES17Premier décile du revenu disponible des ménages	Euros	11136.0	11630.0	11887.0
MIDI-PYRENEES	73	ES17Neuvième décile du revenu disponible des ménages	Euros	54791.0	55659.0	57717.0
MIDI-PYRENEES	73	ES17Moyenne du niveau de vie des individus	Euros	19926.0	20473.0	21426.0
MIDI-PYRENEES	73	ES17Médiane du niveau de vie des individus	Euros	17333.0	17893.0	18745.0
MIDI-PYRENEES	73	ES17Premier décile du niveau de vie des individus	Euros	9611.0	9861.0	10393.0
MIDI-PYRENEES	73	ES17Neuvième décile du niveau de vie des individus	Euros	31979.0	32608.0	34031.0
MIDI-PYRENEES	73	ES17Taux de pauvreté à 60%	%	13.7	14.1	13.6
MIDI-PYRENEES	73	ES17Taux de pauvreté à 50%	%	7.5	7.5	7.4
MIDI-PYRENEES	73	ES17Taux de pauvreté à 40%	%	3.3	3.0	3.0
MORBIHAN	56	ES17Moyenne du revenu disponible des ménages	Euros	30782.0	31442.0	32642.0
MORBIHAN	56	ES17Médiane du revenu disponible des ménages	Euros	26242.0	26945.0	27722.0
MORBIHAN	56	ES17Premier décile du revenu disponible des ménages	Euros	11571.0	12106.0	12448.0
MORBIHAN	56	ES17Neuvième décile du revenu disponible des ménages	Euros	53292.0	53951.0	55931.0
MORBIHAN	56	ES17Moyenne du niveau de vie des individus	Euros	19614.0	20109.0	21071.0
MORBIHAN	56	ES17Médiane du niveau de vie des individus	Euros	17239.0	17760.0	18655.0
MORBIHAN	56	ES17Premier décile du niveau de vie des individus	Euros	10230.0	10467.0	11052.0
MORBIHAN	56	ES17Neuvième décile du niveau de vie des individus	Euros	30336.0	31024.0	32104.0
MORBIHAN	56	ES17Taux de pauvreté à 60%	%	11.3	11.7	11.1
MORBIHAN	56	ES17Taux de pauvreté à 50%	%	5.5	5.7	5.7
MORBIHAN	56	ES17Taux de pauvreté à 40%	%	2.4	2.3	2.3
