Lieu	N° région, département	Série	Unité	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	1.5	ND	1.8	ND	1.3	ND	ND	1.0	1.8	2.0	1.8	4.0
MIDI-PYRENEES	73	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	16.0	12.0	7.0	8.0	7.0	9.0	4.0	22.0	12.0	14.0	20.0	27.0	21.0
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0
MIDI-PYRENEES	73	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	26.0	24.0	23.0	24.0	22.0	23.0	20.0	24.0	20.0	30.0	21.0	32.0	33.0
NORD-PAS-DE-CALAIS	31	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	19.0	9.0	28.0	28.0	28.0	30.0	33.0	26.0	31.0	25.0	21.0	22.0	19.0
NORD-PAS-DE-CALAIS	31	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	2460448.0	1002745.0	2824498.0	2824498.0	2824498.0	2874192.0	2935913.0	2919574.0	2997153.0	2963798.0	2963798.0	2963798.0	2963798.0
NORD-PAS-DE-CALAIS	31	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	19.0	21.0	21.0	24.0	20.0	20.0	21.0	32.0	28.0	29.0	26.0	27.0	25.0
NORD-PAS-DE-CALAIS	31	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	22.0	25.0	75.0	120.0	79.0	67.0	83.0	135.0	136.0	103.0	99.0	96.0	88.0
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	5.0	6.8	7.5	26.7	5.7	9.7	10.8	69.1	37.2	45.8	35.5	36.1	40.4
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	8.6	8.7	13.2	27.7	9.9	11.7	13.8	74.9	44.3	57.3	35.5	52.9	42.6
NORD-PAS-DE-CALAIS	31	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	1.0	0.0	7.0	28.0	1.0	7.0	20.0	44.0	23.0	27.0	17.0	30.0	22.0
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.1	0.0	0.3	2.4	0.0	0.7	0.8	14.3	5.2	5.4	5.1	5.5	4.7
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	1.0	ND	3.0	4.5	1.0	1.8	4.7	15.5	6.2	6.7	5.4	8.1	5.3
NORD-PAS-DE-CALAIS	31	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	14.0	11.0	48.0	81.0	43.0	37.0	52.0	106.0	91.0	68.0	59.0	70.0	63.0
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.5	0.0	0.0	0.0	13.6	1.2	2.8	0.1	2.9	0.6
NORD-PAS-DE-CALAIS	31	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	14.0	ND	ND	ND	15.4	7.4	7.7	3.0	7.9	4.0
NORD-PAS-DE-CALAIS	31	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	2.0	2.0	6.0	6.0	6.0	6.0	6.0	5.0	4.0	2.0	3.0	3.0	3.0
NORD-PAS-DE-CALAIS	31	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	22.0	30.0	24.0	28.0	24.0	25.0	25.0	36.0	32.0	30.0	27.0	29.0	30.0
PAYS DE LA LOIRE	52	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	7.0	8.0	10.0	9.0	11.0	11.0	10.0	13.0	12.0	8.0	8.0	8.0	8.0
PAYS DE LA LOIRE	52	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	1220166.0	1220166.0	1287980.0	1287980.0	1287980.0	1340644.0	1340644.0	1340644.0	1340644.0	1340644.0	1340644.0	1340644.0	1340644.0
PAYS DE LA LOIRE	52	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	17.0	18.0	17.0	18.0	16.0	16.0	16.0	21.0	18.0	22.0	23.0	22.0	21.0
PAYS DE LA LOIRE	52	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	4.0	2.0	2.0	6.0	1.0	6.0	3.0	38.0	19.0	45.0	38.0	35.0	43.0
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	2.6	0.3	0.8	1.1	0.1	0.5	1.0	12.0	9.6	19.8	15.4	17.9	23.4
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	3.0	1.0	1.3	1.7	1.0	2.0	1.3	15.6	11.5	19.8	15.4	17.9	23.4
PAYS DE LA LOIRE	52	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	4.0	4.0	1.0	5.0	1.0
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.7	0.0	0.0	0.0	0.0	0.2	0.0	1.6	0.4	2.4	0.3	3.9	0.3
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	1.0	ND	ND	ND	ND	2.0	ND	2.6	1.3	2.4	1.0	3.9	1.0
PAYS DE LA LOIRE	52	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	2.0	0.0	1.0	2.0	0.0	2.0	1.0	21.0	11.0	25.0	17.0	23.0	29.0
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
PAYS DE LA LOIRE	52	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	4.0	4.0	2.0
PAYS DE LA LOIRE	52	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	22.0	ND	11.0	ND	22.0	23.0	26.0	29.0	26.0	28.0	26.0	27.0	25.0
PICARDIE	22	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	2.0	5.0	5.0	5.0	8.0	8.0	8.0	8.0	8.0	6.0	6.0	7.0	7.0
PICARDIE	22	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	162718.0	595550.0	595550.0	595550.0	660764.0	660764.0	660764.0	678724.0	678724.0	361965.0	361965.0	420586.0	420586.0
PICARDIE	22	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	18.0	18.0	19.0	22.0	18.0	20.0	20.0	ND	25.0	29.0	26.0	28.0	25.0
PICARDIE	22	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	6.0	8.0	16.0	41.0	8.0	7.0	9.0	62.0	38.0	73.0	47.0	77.0	65.0
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	4.0	2.4	4.4	16.8	1.5	2.4	3.9	33.9	19.6	40.0	30.7	46.7	34.0
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	4.0	4.0	4.4	16.8	3.0	3.2	4.4	38.7	19.6	48.0	30.7	46.7	39.7
PICARDIE	22	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	2.0	0.0	2.0	0.0	1.0	1.0	15.0	5.0	8.0	2.0	15.0	9.0
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.4	0.0	0.4	0.0	0.1	0.1	7.5	2.4	5.2	1.2	8.7	2.1
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	2.0	ND	2.0	ND	1.0	1.0	8.6	2.4	6.2	1.4	8.7	3.8
PICARDIE	22	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	2.0	4.0	6.0	26.0	2.0	5.0	5.0	39.0	26.0	49.0	26.0	50.0	44.0
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.3
PICARDIE	22	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	1.0	ND	2.0	2.0
PICARDIE	22	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ND	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	24.0	24.0	24.0	26.0	ND	ND	ND	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	9.0	11.0	11.0	11.0	12.0	11.0	11.0	11.0	11.0	9.0	9.0	9.0	10.0
POITOU-CHARENTES	54	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0
POITOU-CHARENTES	54	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	17.0	17.0	18.0	20.0	17.0	19.0	19.0	25.0	23.0	25.0	23.0	20.0	21.0
POITOU-CHARENTES	54	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	15.0	17.0	15.0	14.0	10.0	16.0	19.0	51.0	36.0	44.0	32.0	28.0	39.0
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	3.0	2.0	2.0	4.4	1.9	2.2	3.5	27.4	15.5	21.7	13.7	14.3	13.0
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	3.9	4.4	2.4	4.8	2.9	3.4	3.8	27.4	15.5	21.7	15.4	16.1	14.4
POITOU-CHARENTES	54	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	0.0	2.0	1.0	1.0	0.0	0.0	5.0	7.0	8.0	5.0	2.0	8.0	5.0
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.0	0.2	0.1	0.2	0.0	0.0	0.5	2.6	1.5	3.8	0.3	2.9	1.7
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	2.0	1.0	1.0	ND	ND	2.5	2.9	2.7	3.8	1.0	3.3	1.9
POITOU-CHARENTES	54	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	8.0	9.0	6.0	7.0	5.0	7.0	10.0	32.0	23.0	28.0	16.0	18.0	23.0
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0
POITOU-CHARENTES	54	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	26.0	26.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	11.0	12.0	14.0	14.0	15.0	16.0	17.0	18.0	18.0	19.0	17.0	18.0	18.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	3557311.0	3557311.0	2615534.0	2615534.0	2615534.0	3557311.0	3557311.0	3557311.0	3557311.0	3614910.0	3614910.0	3655077.0	3655077.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	27.0	27.0	27.0	30.0	27.0	27.0	27.0	34.0	30.0	31.0	29.0	31.0	30.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	101.0	96.0	91.0	165.0	126.0	105.0	123.0	210.0	148.0	162.0	139.0	186.0	159.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	20.2	25.2	22.6	41.6	31.9	17.5	28.5	59.4	41.9	35.4	29.8	44.1	42.6
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	24.7	27.5	28.8	41.6	36.8	20.0	30.3	66.8	41.9	39.6	29.8	44.1	42.6
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	4.0	3.0	6.0	13.0	11.0	0.0	11.0	36.0	21.0	36.0	27.0	32.0	15.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	0.4	0.3	1.1	1.4	2.0	0.0	0.8	4.0	3.3	2.6	2.1	2.1	1.9
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	4.0	1.5	3.0	4.0	3.3	ND	2.3	5.1	4.2	6.1	7.0	4.8	3.5
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	53.0	59.0	52.0	112.0	83.0	62.0	84.0	146.0	100.0	115.0	84.0	139.0	105.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	1.9	0.0	0.0	0.0	8.2	1.2	2.5	0.1	4.8	2.6
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	9.0	ND	ND	ND	16.4	7.0	15.7	2.0	21.8	15.7
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	5.0	5.0	5.0
PROVENCE-ALPES-COTE D AZUR	93	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	31.0	31.0	29.0	31.0	33.0	32.0	32.0	38.0	35.0	40.0	34.0	41.0	38.0
RHONE-ALPES	82	AI05Nombre de capteurs analysant les PM10 en situation de fond urbain (SFU)	nombre	20.0	23.0	23.0	24.0	29.0	27.0	28.0	31.0	34.0	36.0	39.0	36.0	36.0
RHONE-ALPES	82	AI05Population des unités urbaines dans lesquelles se trouvent des capteurs analysant les PM10 en SFU	nombre	3192385.0	3273400.0	3273400.0	3273400.0	3488803.0	3358924.0	3403812.0	3533691.0	3555073.0	3555073.0	3610421.0	3583494.0	3583494.0
RHONE-ALPES	82	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en SFU	µg/m3	22.0	20.0	21.0	23.0	20.0	20.0	21.0	26.0	25.0	28.0	25.0	26.0	23.0
RHONE-ALPES	82	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour les PM10 (50 µg/m3 en moyenne sur 24h) en SFU	nombre	75.0	72.0	69.0	83.0	57.0	61.0	63.0	124.0	98.0	116.0	112.0	123.0	113.0
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU	nombre	11.2	8.9	10.9	14.1	8.4	6.1	15.5	42.2	31.9	33.4	23.9	45.3	21.9
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	16.0	12.1	12.6	15.4	11.1	8.6	16.1	42.2	32.8	36.4	26.7	46.6	24.7
RHONE-ALPES	82	AI05Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour les PM10 (80 µg/m3 en moyenne sur 24h) en SFU	nombre	14.0	8.0	16.0	10.0	14.0	1.0	8.0	36.0	36.0	20.0	20.0	38.0	20.0
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU	nombre	1.1	0.4	1.3	0.5	0.9	0.0	1.1	7.1	7.6	5.2	1.6	3.5	1.5
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	2.8	3.3	3.8	2.4	3.3	1.0	2.1	7.3	8.1	6.0	3.2	3.9	2.6
RHONE-ALPES	82	AI05Nombre de jours avec au moins un dépassement sur la région du seuil de 50 µg/m3 de PM10 en moyenne journalière en SFU	nombre	49.0	47.0	49.0	54.0	39.0	35.0	41.0	93.0	71.0	81.0	81.0	99.0	79.0
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.4	0.2	0.4	4.5	0.3
RHONE-ALPES	82	AI05Nombre moyen de jours de dépassement du seuil de protection de la santé humaine (en moyenne journalière) par capteur analysant les PM10 en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	7.6	14.0	2.0	15.0	11.6	6.0
RHONE-ALPES	82	AI05Nombre de capteurs concernés par un dépassement du seuil de protection de la santé humaine pour les PM10 (40 µg/m3 en moyenne annuelle) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHONE-ALPES	82	AI05Nombre de capteurs analysant les PM10 à proximité du trafic automobile (PTA)	nombre	7.0	7.0	8.0	8.0	9.0	11.0	12.0	13.0	12.0	11.0	12.0	12.0	12.0
RHONE-ALPES	82	AI05Concentration moyenne annuelle en PM10 (en µg/m3) en PTA	µg/m3	26.0	28.0	26.0	31.0	27.0	28.0	27.0	35.0	32.0	30.0	27.0	30.0	27.0
Producteurs : AASQA (Associations de surveillance de la qualité de l'air), ADEME.
Source : BDQA (Banque de données sur la qualité de l'air).
