Lieu	N° région, département	Série	Unité	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
NORD-PAS-DE-CALAIS	31	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
NORD-PAS-DE-CALAIS	31	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	51.0
PAYS DE LA LOIRE	52	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	15.0	19.0	18.0	19.0	21.0	21.0	15.0	20.0	18.0	15.0	14.0	13.0	11.0
PAYS DE LA LOIRE	52	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	1272830.0	1340644.0	1340644.0	1340644.0	1343490.0	1343490.0	1343490.0	1343490.0	1343490.0	1343490.0	1343490.0	1343490.0	1343490.0
PAYS DE LA LOIRE	52	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	47.0	48.0	54.0	57.0	53.0	54.0	55.0	52.0	53.0	54.0	56.0	58.0	55.0
PAYS DE LA LOIRE	52	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	1.0	13.0	1.0	3.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.1	3.8	0.0	0.7	1.5	0.0	0.0	0.1	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	1.0	4.0	1.0	1.5	1.8	ND	ND	1.0	ND	ND	ND
PAYS DE LA LOIRE	52	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	1.0	ND	ND	ND	ND	ND	ND	ND	ND	ND
PAYS DE LA LOIRE	52	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	13.0	33.0	27.0	71.0	38.0	36.0	41.0	21.0	17.0	17.0	34.0	36.0	15.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.2	0.0	14.9	0.0	0.1	1.7	0.0	0.0	0.0	0.1	0.0	0.0
PAYS DE LA LOIRE	52	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	3.0	ND	15.8	ND	2.0	5.0	ND	ND	ND	1.0	ND	ND
PAYS DE LA LOIRE	52	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	0.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0
PAYS DE LA LOIRE	52	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	ND	ND	60.0	66.0	59.0	67.0	65.0	59.0	58.0	60.0	57.0	58.0	56.0
PICARDIE	22	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	6.0	7.0	8.0	8.0	11.0	11.0	11.0	10.0	10.0	10.0	9.0	8.0	8.0
PICARDIE	22	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	559227.0	675300.0	685567.0	685567.0	750781.0	750781.0	750781.0	750781.0	750781.0	747612.0	654760.0	611987.0	611987.0
PICARDIE	22	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	38.0	40.0	42.0	48.0	44.0	42.0	45.0	42.0	45.0	45.0	45.0	45.0	45.0
PICARDIE	22	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	1.0	8.0	1.0	19.0	2.0	8.0	5.0	1.0	0.0	2.0	4.0	2.0	4.0
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.2	1.4	0.3	6.6	0.2	1.6	1.5	0.1	0.0	0.5	1.1	0.6	1.8
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	3.3	1.0	6.6	1.0	2.6	1.6	1.0	ND	1.0	2.5	1.7	1.8
PICARDIE	22	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
PICARDIE	22	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	9.0	30.0	19.0	61.0	28.0	25.0	36.0	21.0	23.0	20.0	23.0	23.0	15.0
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.3	0.0	12.1	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	2.0	ND	12.1	ND	ND	2.3	ND	ND	ND	ND	ND	ND
PICARDIE	22	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	3.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0
PICARDIE	22	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	46.0	44.0	48.0	51.0	43.0	42.0	48.0	45.0	48.0	47.0	50.0	51.0	50.0
POITOU-CHARENTES	54	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	12.0	12.0	12.0	12.0	13.0	12.0	13.0	12.0	12.0	12.0	12.0	11.0	12.0
POITOU-CHARENTES	54	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0	458965.0
POITOU-CHARENTES	54	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	48.0	49.0	51.0	55.0	49.0	51.0	52.0	47.0	49.0	50.0	51.0	53.0	51.0
POITOU-CHARENTES	54	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	10.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	2.8	0.0	0.3	0.2	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	3.0	ND	1.0	1.5	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	13.0	35.0	30.0	70.0	31.0	27.0	30.0	12.0	14.0	13.0	29.0	29.0	11.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	0.0	0.2	0.0	14.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POITOU-CHARENTES	54	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	1.0	ND	16.0	ND	ND	ND	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0
POITOU-CHARENTES	54	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	56.0	57.0	61.0	63.0	53.0	55.0	58.0	53.0	55.0	57.0	57.0	58.0	57.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	41.0	42.0	42.0	43.0	39.0	40.0	37.0	34.0	31.0	33.0	33.0	34.0	34.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	3668417.0	3738702.0	3760549.0	3777182.0	3777182.0	3777182.0	3734855.0	3668109.0	3668109.0	3737357.0	3737357.0	3737357.0	3737357.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	51.0	55.0	55.0	62.0	55.0	57.0	58.0	55.0	55.0	58.0	58.0	59.0	58.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	26.0	52.0	48.0	73.0	34.0	32.0	39.0	19.0	15.0	19.0	35.0	28.0	19.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	3.2	9.5	5.8	15.0	3.2	4.0	6.1	1.8	1.5	1.5	3.3	1.9	1.4
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	4.1	11.8	6.8	16.5	4.8	4.9	7.8	2.5	2.4	2.8	4.4	3.7	3.1
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	3.0	17.0	8.0	21.0	1.0	6.0	9.0	2.0	0.0	1.0	2.0	1.0	0.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.2	1.2	0.3	1.3	0.1	0.2	0.5	0.1	0.0	0.0	0.1	0.1	0.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	1.0	2.5	2.2	2.4	1.0	1.1	2.5	1.0	ND	1.0	1.5	1.0	ND
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	91.0	99.0	142.0	172.0	123.0	137.0	119.0	109.0	74.0	114.0	108.0	130.0	98.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	6.4	19.2	18.0	51.2	18.4	14.7	22.0	12.0	3.5	8.9	14.5	18.8	6.6
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	9.7	23.8	22.3	57.9	23.1	19.6	27.2	16.4	9.9	19.5	22.9	27.7	11.7
PROVENCE-ALPES-COTE D AZUR	93	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	8.0	8.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	8.0	8.0
PROVENCE-ALPES-COTE D AZUR	93	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	73.0	77.0	77.0	87.0	81.0	78.0	81.0	77.0	69.0	75.0	74.0	75.0	71.0
RHONE-ALPES	82	AI02Nombre de capteurs analysant l'ozone en situation de fond urbain (SFU)	nombre	29.0	31.0	31.0	34.0	39.0	39.0	41.0	43.0	43.0	45.0	48.0	44.0	43.0
RHONE-ALPES	82	AI02Population des unités urbaines dans lesquelles se trouvent des capteurs analysant l'ozone en SFU	nombre	3273400.0	3276563.0	3276563.0	3276563.0	3491966.0	3491966.0	3536854.0	3536854.0	3606170.0	3616110.0	3671458.0	3586657.0	3586657.0
RHONE-ALPES	82	AI02Concentration moyenne annuelle en ozone (en µg/m3) en SFU	µg/m3	41.0	41.0	43.0	51.0	44.0	46.0	48.0	41.0	42.0	47.0	46.0	44.0	45.0
RHONE-ALPES	82	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de recommandation et d'information pour l'ozone (180 µg/m3 en moyenne sur 1 heure) en SFU	nombre	19.0	25.0	17.0	42.0	13.0	20.0	24.0	4.0	4.0	7.0	13.0	5.0	7.0
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU	nombre	1.3	2.9	3.0	11.9	1.9	2.3	3.8	0.1	0.1	0.6	1.2	0.2	0.4
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil de recommandation et d'information par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	2.8	3.8	4.4	14.0	2.9	3.0	4.8	1.3	1.0	1.9	2.2	1.1	1.4
RHONE-ALPES	82	AI02Nombre de jours avec au moins un dépassement sur la région du seuil d'alerte pour l'ozone (240 µg/m3 en moyenne sur 1 heure) en SFU	nombre	0.0	1.0	4.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU	nombre	0.0	0.0	0.2	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil d'alerte par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	ND	1.0	2.0	1.5	ND	ND	1.0	ND	ND	1.0	ND	ND	ND
RHONE-ALPES	82	AI02Nombre de jours avec au moins un dépassement sur la région du seuil de 120 µg/m3 d'ozone en moyenne sur 8 heures consécutives en SFU	nombre	62.0	73.0	81.0	122.0	80.0	83.0	77.0	67.0	53.0	74.0	61.0	64.0	48.0
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU	nombre	4.1	8.9	4.8	40.8	7.2	7.6	13.1	1.0	0.3	1.3	5.0	2.2	0.0
RHONE-ALPES	82	AI02Nombre moyen de jours de dépassement du seuil de protection de la santé humaine par capteur analysant l'ozone en SFU et ayant dépassé le seuil	nombre	7.1	11.0	9.3	44.8	10.8	10.6	14.1	5.3	2.8	7.4	7.9	6.9	1.0
RHONE-ALPES	82	AI02Nombre de capteurs analysant l'ozone en zones rurales (ZR)	nombre	2.0	2.0	2.0	2.0	4.0	6.0	6.0	6.0	8.0	9.0	8.0	11.0	10.0
RHONE-ALPES	82	AI02Concentration moyenne annuelle en ozone (en µg/m3) en ZR	µg/m3	64.0	56.0	71.0	71.0	64.0	71.0	68.0	64.0	61.0	65.0	65.0	71.0	69.0
Producteurs : AASQA (Associations de surveillance de la qualité de l'air), ADEME.
Source : BDQA (Banque de données sur la qualité de l'air).
